"source","source_text","target","target_text"
"iahperson_00000395","terry mcintosh","sh0000455","17th century"
"iahperson_00000395","terry mcintosh","sh0000456","sexuality"
"iahperson_00000395","terry mcintosh","sh0000462","social history"
"iahperson_00000395","terry mcintosh","sh0000632","germany"
"iahperson_00000395","terry mcintosh","sh0000633","early modern germany"
"iahperson_00000396","terry rhodes","sh0000092","contemporary music"
"iahperson_00000396","terry rhodes","sh0000272","european history"
"iahperson_00000396","terry rhodes","sh0000399","opera"
"iahperson_00000397","tessa joseph-nicholas","sh0000081","digital humanities"
"iahperson_00000397","tessa joseph-nicholas","sh0000081","humanities computing"
"iahperson_00000397","tessa joseph-nicholas","sh0000236","digital communities"
"iahperson_00000397","tessa joseph-nicholas","sh0000264","ethics"
"iahperson_00000397","tessa joseph-nicholas","sh0000417","poetry"
"iahperson_00000397","tessa joseph-nicholas","sh0000512","american studies"
"iahperson_00000397","tessa joseph-nicholas","sh0000536","Computer Science"
"iahperson_00000397","tessa joseph-nicholas","sh0000602","internet celebrity"
"iahperson_00000397","tessa joseph-nicholas","sh0000618","instructional technology"
"iahperson_00000399","theodore leinbaugh","sh0000039","prose"
"iahperson_00000399","theodore leinbaugh","sh0000042","literature"
"iahperson_00000399","theodore leinbaugh","sh0000086","anglo-saxon literary culture"
"iahperson_00000399","theodore leinbaugh","sh0000120","old english"
"iahperson_00000399","theodore leinbaugh","sh0000121","english literature from its beginnings to 1485"
"iahperson_00000399","theodore leinbaugh","sh0000122","anglo-saxon studies"
"iahperson_00000399","theodore leinbaugh","sh0000254","the english language"
"iahperson_00000399","theodore leinbaugh","sh0000256","middle english literature"
"iahperson_00000399","theodore leinbaugh","sh0000298","britain"
"iahperson_00000399","theodore leinbaugh","sh0000346","latin"
"iahperson_00000402","thomas hill","sh0000264","ethics"
"iahperson_00000402","thomas hill","sh0000532","political philosophy"
"iahperson_00000402","thomas hill","sh0000589","history of ethics"
"iahperson_00000403","thomas hofweber","sh0000341","philosophy of language"
"iahperson_00000403","thomas hofweber","sh0000366","philosophy of mathematics"
"iahperson_00000403","thomas hofweber","sh0000374","metaphysics"
"iahperson_00000404","thomas otten","sh0000411","piano"
"iahperson_00000405","thomas reinert","sh0000249","18th century"
"iahperson_00000405","thomas reinert","sh0000258","english literature from 1660 to 1789"
"iahperson_00000405","thomas reinert","sh0000283","novel"
"iahperson_00000405","thomas reinert","sh0000357","literary theory"
"iahperson_00000405","thomas reinert","sh0000466","social theory"
"iahperson_00000407","tim carter","sh0000062","american musical theater"
"iahperson_00000407","tim carter","sh0000135","baroque"
"iahperson_00000407","tim carter","sh0000327","italian studies"
"iahperson_00000407","tim carter","sh0000386","analytical tools"
"iahperson_00000407","tim carter","sh0000399","opera"
"iahperson_00000407","tim carter","sh0000442","renaissance studies"
"iahperson_00000407","tim carter","sh0000499","20th century"
"iahperson_00000407","tim carter","sh0000530","critical tools"
"iahperson_00000407","tim carter","sh0000660","contemporary performance"
"iahperson_00000408","tim marr","sh0000081","digital humanities"
"iahperson_00000408","tim marr","sh0000091","film"
"iahperson_00000408","tim marr","sh0000326","islamic studies"
"iahperson_00000408","tim marr","sh0000512","american studies"
"iahperson_00000408","tim marr","sh0000576","herman melville"
"iahperson_00000410","todd ramon ochoa","sh0000010","cuba"
"iahperson_00000410","todd ramon ochoa","sh0000103","african studies"
"iahperson_00000410","todd ramon ochoa","sh0000171","caribbean"
"iahperson_00000410","todd ramon ochoa","sh0000225","creolization"
"iahperson_00000410","todd ramon ochoa","sh0000266","ethnogoraphy"
"iahperson_00000410","todd ramon ochoa","sh0000333","diaspora"
"iahperson_00000410","todd ramon ochoa","sh0000344","latin american studies"
"iahperson_00000410","todd ramon ochoa","sh0000406","philosophy"
"iahperson_00000410","todd ramon ochoa","sh0000432","race"
"iahperson_00000410","todd ramon ochoa","sh0000440","theory (religion)"
"iahperson_00000410","todd ramon ochoa","sh0000688","hybridity"
"iahperson_00000411","todd taylor","sh0000217","communication technology"
"iahperson_00000411","todd taylor","sh0000356","literacy"
"iahperson_00000411","todd taylor","sh0000550","scholarly writing"
"iahperson_00000413","townsend middleton","sh0000018","india"
"iahperson_00000413","townsend middleton","sh0000090","belonging"
"iahperson_00000413","townsend middleton","sh0000102","affect theory"
"iahperson_00000413","townsend middleton","sh0000125","anxiety"
"iahperson_00000413","townsend middleton","sh0000140","asian studies"
"iahperson_00000413","townsend middleton","sh0000149","autonomy"
"iahperson_00000413","townsend middleton","sh0000313","colonialism"
"iahperson_00000413","townsend middleton","sh0000337","anthropology of knowledge"
"iahperson_00000413","townsend middleton","sh0000396","nepal"
"iahperson_00000413","townsend middleton","sh0000418","political anthropology"
"iahperson_00000413","townsend middleton","sh0000472","south asia"
"iahperson_00000413","townsend middleton","sh0000480","state"
"iahperson_00000413","townsend middleton","sh0000562","post-colonialism"
"iahperson_00000413","townsend middleton","sh0000567","subnationalist politics"
"iahperson_00000414","trudier harris","sh0000001","african american folklore"
"iahperson_00000414","trudier harris","sh0000042","literature"
"iahperson_00000414","trudier harris","sh0000054","american literature to 1900"
"iahperson_00000414","trudier harris","sh0000055","american literature from 1900 to the present"
"iahperson_00000414","trudier harris","sh0000075","southern literature"
"iahperson_00000414","trudier harris","sh0000110","african american studies"
"iahperson_00000414","trudier harris","sh0000116","african american literature"
"iahperson_00000414","trudier harris","sh0000285","folklore"
"iahperson_00000414","trudier harris","sh0000512","american studies"
"iahperson_00000415","tyler curtain ","sh0000159","philosophy of biology"
"iahperson_00000415","tyler curtain ","sh0000254","the english language"
"iahperson_00000415","tyler curtain ","sh0000258","english literature from 1660 to 1789"
"iahperson_00000415","tyler curtain ","sh0000259","english literature from 1789 to 1900 (nineteenth-century british literature)"
"iahperson_00000415","tyler curtain ","sh0000340","evolutionary theories of language"
"iahperson_00000415","tyler curtain ","sh0000341","philosophy of language"
"iahperson_00000415","tyler curtain ","sh0000354","linguistics"
"iahperson_00000415","tyler curtain ","sh0000357","theory"
"iahperson_00000415","tyler curtain ","sh0000372","literature, medicine, and culture"
"iahperson_00000415","tyler curtain ","sh0000406","theoretical philosophy"
"iahperson_00000415","tyler curtain ","sh0000406","philosophy"
"iahperson_00000415","tyler curtain ","sh0000530","critical theory and cultural studies"
"iahperson_00000415","tyler curtain ","sh0000536","theoretical computer science"
"iahperson_00000415","tyler curtain ","sh0000624","fantasy"
"iahperson_00000417","valerie lambert","sh0000316","american indian studies"
"iahperson_00000417","valerie lambert","sh0000317","federal-tribal relations"
"iahperson_00000417","valerie lambert","sh0000317","tribal-state relations"
"iahperson_00000417","valerie lambert","sh0000318","tribal governance"
"iahperson_00000417","valerie lambert","sh0000318","tribal nation building"
"iahperson_00000417","valerie lambert","sh0000318","tribal sovereignty"
"iahperson_00000417","valerie lambert","sh0000319","tribal nation building"
"iahperson_00000417","valerie lambert","sh0000512","american studies"
"iahperson_00000419","vincas steponaitis","sh0000081","digital humanities"
"iahperson_00000419","vincas steponaitis","sh0000130","archaeology"
"iahperson_00000419","vincas steponaitis","sh0000413","style and iconography"
"iahperson_00000419","vincas steponaitis","sh0000467","complex societies"
"iahperson_00000419","vincas steponaitis","sh0000512","american studies"
"iahperson_00000419","vincas steponaitis","sh0000568","quantitative methods"
"iahperson_00000423","wayne lee","sh0000026","early modern military history"
"iahperson_00000423","wayne lee","sh0000026","military history"
"iahperson_00000423","wayne lee","sh0000040","early modern military history"
"iahperson_00000423","wayne lee","sh0000040","early modern studies"
"iahperson_00000423","wayne lee","sh0000056","atlantic world"
"iahperson_00000423","wayne lee","sh0000130","archaeology"
"iahperson_00000423","wayne lee","sh0000196","classics"
"iahperson_00000423","wayne lee","sh0000300","greek history"
"iahperson_00000423","wayne lee","sh0000403","peace"
"iahperson_00000423","wayne lee","sh0000446","roman history"
"iahperson_00000423","wayne lee","sh0000518","violence"
"iahperson_00000423","wayne lee","sh0000521","War / defense"
"iahperson_00000423","wayne lee","sh0000522","conflict"
"iahperson_00000423","wayne lee","sh0000572","global studies"
"iahperson_00000425","wendan li","sh0000076","chinese language pedagogy"
"iahperson_00000425","wendan li","sh0000184","chinese linguistics"
"iahperson_00000425","wendan li","sh0000184","chinese"
"iahperson_00000427","william (bill) andrews","sh0000039","prose"
"iahperson_00000427","william (bill) andrews","sh0000042","literature"
"iahperson_00000427","william (bill) andrews","sh0000054","american literature to 1900"
"iahperson_00000427","william (bill) andrews","sh0000075","southern literature"
"iahperson_00000427","william (bill) andrews","sh0000116","african american literature"
"iahperson_00000427","william (bill) andrews","sh0000283","fiction"
"iahperson_00000428","william barney","sh0000474","antebellum south"
"iahperson_00000428","william barney","sh0000505","19th century america"
"iahperson_00000428","william barney","sh0000506","american civil war"
"iahperson_00000428","william barney","sh0000507","19th century america"
"iahperson_00000433","william race","sh0000057","classical tradition"
"iahperson_00000433","william race","sh0000347","latin poetry"
"iahperson_00000433","william race","sh0000443","rhetoric"
"iahperson_00000433","william race","sh0000634","greek poetry"
"iahperson_00000436","yaakov ariel","sh0000186","christianity"
"iahperson_00000436","yaakov ariel","sh0000187","christian-jewish relations"
"iahperson_00000436","yaakov ariel","sh0000198","modernity"
"iahperson_00000436","yaakov ariel","sh0000219","conversions"
"iahperson_00000436","yaakov ariel","sh0000273","evangelical christianity"
"iahperson_00000436","yaakov ariel","sh0000335","judaism"
"iahperson_00000436","yaakov ariel","sh0000379","missions"
"iahperson_00000436","yaakov ariel","sh0000424","postmodern"
"iahperson_00000436","yaakov ariel","sh0000430","protestantism (from evangelical)"
"iahperson_00000436","yaakov ariel","sh0000430","protestantism"
"iahperson_00000436","yaakov ariel","sh0000440","religious studies"
"iahperson_00000436","yaakov ariel","sh0000574","new religious movements"
"iahperson_00000437","yaron shemer","sh0000091","film"
"iahperson_00000437","yaron shemer","sh0000312","identity"
"iahperson_00000437","yaron shemer","sh0000332","arab-jews"
"iahperson_00000437","yaron shemer","sh0000334","jewish studies"
"iahperson_00000437","yaron shemer","sh0000395","middle east studies"
"iahperson_00000437","yaron shemer","sh0000636","hebrew"
"iahperson_00000439","Ariana Vigil","sh0000344","Latin America"
"iahperson_00000439","Ariana Vigil","sh0000704","Latin American literature"
"iahperson_00000439","Ariana Vigil","sh0000705","Hispanic Americans in literature"
"iahperson_00000439","Ariana Vigil","sh0000706","Hispanic American women in literature"
"iahperson_00000439","Ariana Vigil","sh0000707","American literature--Hispanic American authors"
"iahperson_00000439","Ariana Vigil","sh0000030","Transnationalism"
"iahperson_00000439","Ariana Vigil","sh0000683","Gender identity"
"iahperson_00000439","Ariana Vigil","sh0000456","Sex"
"iahperson_00000439","Ariana Vigil","sh0000716","Central America"
"iahperson_00000439","Ariana Vigil","sh0000334","Jews--Study and teaching"
"iahperson_00000439","Ariana Vigil","sh0000717","Jews--Identity"
"iahperson_00000439","Ariana Vigil","sh0000718","Hispanic Americans--Ethnic identity"
"iahperson_00000439","Ariana Vigil","sh0000313","Imperialism"
"iahperson_00000439","Ariana Vigil","sh0000432","Race"
"iahperson_00000439","Ariana Vigil","sh0000433","Race relations"
"iahperson_00000439","Ariana Vigil","sh0000570","Language"
"iahperson_00000439","Ariana Vigil","sh0000518","Violence"
"iahperson_00000439","Ariana Vigil","sh0000719","Militarism in literature"
"iahperson_00000439","Ariana Vigil","sh0000720","Gender identity in literature"
"iahperson_00000439","Ariana Vigil","sh0000305","Hispanic Americans"
"iahperson_00000439","Ariana Vigil","sh0000721","American literature--Hispanic American authors--History and criticism"
"iahperson_00000440","pervin banu gokariksel","sh0000038","politics"
"iahperson_00000440","pervin banu gokariksel","sh0000048","space"
"iahperson_00000440","pervin banu gokariksel","sh0000170","capitalism"
"iahperson_00000440","pervin banu gokariksel","sh0000264","ethics"
"iahperson_00000440","pervin banu gokariksel","sh0000278","feminism"
"iahperson_00000440","pervin banu gokariksel","sh0000295","political geography"
"iahperson_00000440","pervin banu gokariksel","sh0000326","islamic studies"
"iahperson_00000440","pervin banu gokariksel","sh0000395","middle east studies"
"iahperson_00000440","pervin banu gokariksel","sh0000405","private (personal) space"
"iahperson_00000440","pervin banu gokariksel","sh0000440","religion"
"iahperson_00000440","pervin banu gokariksel","sh0000453","secularism"
"iahperson_00000440","pervin banu gokariksel","sh0000498","turkey"
"iahperson_00000440","pervin banu gokariksel","sh0000535","public space"
"iahperson_00000440","pervin banu gokariksel","sh0000683","gender"
"iahperson_00000440","banu gokariksel","sh0000188","urban studies"
"iahperson_00000440","banu gokariksel","sh0000395","middle east studies"
"iahperson_00000440","banu gokariksel","sh0000440","religious studies"
"iahperson_00000440","banu gokariksel","sh0000453","secularism"
"iahperson_00000440","banu gokariksel","sh0000498","turkey"
"iahperson_00000440","banu gokariksel","sh0000514","urbanism"
"iahperson_00000440","banu gokariksel","sh0000524","women's studies"
"iahperson_00000440","banu gokariksel","sh0000683","gender"
"iahperson_00000441","Carla Merino-Rajme","sh0000374","Metaphysics"
"iahperson_00000441","Carla Merino-Rajme","sh0000450","Science--Philosophy"
"iahperson_00000441","Carla Merino-Rajme","sh0000264","Ethics"
"iahperson_00000441","Carla Merino-Rajme","sh0000641","Induction (Logic)"
"iahperson_00000442","Carol Magee","sh0000737","Art, African"
"iahperson_00000442","Carol Magee","sh0000409","Photography"
"iahperson_00000442","Carol Magee","sh0000048","Space"
"iahperson_00000442","Carol Magee","sh0000188","Cities and towns--Study and teaching"
"iahperson_00000442","Carol Magee","sh0000423","Popular culture"
"iahperson_00000442","Carol Magee","sh0000738","Popular culture--United States"
"iahperson_00000442","Carol Magee","sh0000312","Identity (Philosophical concept)"
"iahperson_00000442","Carol Magee","sh0000739","United States--Civilization--African influences"
"iahperson_00000442","Carol Magee","sh0000740","Africa--In popular culture"
"iahperson_00000443","Claude Clegg","sh0000545","African diaspora"
"iahperson_00000443","Claude Clegg","sh0000056","Atlantic Ocean Region"
"iahperson_00000443","Claude Clegg","sh0000110","African Americans--Study and teaching"
"iahperson_00000443","Claude Clegg","sh0000027","Emigration and immigration"
"iahperson_00000443","Claude Clegg","sh0000388","Nationalism"
"iahperson_00000443","Claude Clegg","sh0000736","Social mobility"
"iahperson_00000443","Claude Clegg","sh0000736","Social mobility"
"iahperson_00000444","Corey Johnson","sh0000158","Biology"
"iahperson_00000445","Elizabeth Olson","sh0000264","Ethics"
"iahperson_00000445","Elizabeth Olson","sh0000526","Youth"
"iahperson_00000445","Elizabeth Olson","sh0000620","Equality"
"iahperson_00000445","Elizabeth Olson","sh0000314","Income distribution"
"iahperson_00000445","Elizabeth Olson","sh0000730","Kinship care"
"iahperson_00000445","Elizabeth Olson","sh0000731","Child caregivers"
"iahperson_00000445","Elizabeth Olson","sh0000732","Caregivers--United States"
"iahperson_00000445","Elizabeth Olson","sh0000733","Caregivers"
"iahperson_00000445","Elizabeth Olson","sh0000734","Older caregivers"
"iahperson_00000445","Elizabeth Olson","sh0000735","Caregivers--Family relationships"
"iahperson_00000446","Federico Luisetti","sh0000714","Futurism (Literary movement)--Italy"
"iahperson_00000446","Federico Luisetti","sh0000715","Futurism (Literary movement)"
"iahperson_00000446","Federico Luisetti","sh0000520","Visual communication"
"iahperson_00000447","GerShun Avilez","sh0000116","American literature--African American authors"
"iahperson_00000447","GerShun Avilez","sh0000105","African American art"
"iahperson_00000447","GerShun Avilez","sh0000055","American literature--20th century--History and criticism"
"iahperson_00000447","GerShun Avilez","sh0000545","African diaspora"
"iahperson_00000447","GerShun Avilez","sh0000683","Gender identity"
"iahperson_00000447","GerShun Avilez","sh0000456","Sex"
"iahperson_00000447","GerShun Avilez","sh0000223","Creation (Literary, artistic, etc.)"
"iahperson_00000447","GerShun Avilez","sh0000435","Radicalism"
"iahperson_00000447","GerShun Avilez","sh0000348","Law"
"iahperson_00000447","GerShun Avilez","sh0000388","Nationalism"
"iahperson_00000447","GerShun Avilez","sh0000713","Black nationalism--United States"
"iahperson_00000448","Julia Haslett","sh0000710","Transcultural medical care"
"iahperson_00000448","Julia Haslett","sh0000711","Human ecology--History"
"iahperson_00000448","Julia Haslett","sh0000712","Expressionism in motion pictures"
"iahperson_00000448","Julia Haslett","sh0000182","China--Study and teaching"
"iahperson_00000449","Laura Halperin","sh0000703","Literature and society--Latin America"
"iahperson_00000449","Laura Halperin","sh0000344","Latin America"
"iahperson_00000449","Laura Halperin","sh0000704","Latin American literature"
"iahperson_00000449","Laura Halperin","sh0000705","Hispanic Americans in literature"
"iahperson_00000449","Laura Halperin","sh0000706","Hispanic American women in literature"
"iahperson_00000449","Laura Halperin","sh0000707","American literature--Hispanic American authors"
"iahperson_00000449","Laura Halperin","sh0000708","Deviant behavior"
"iahperson_00000449","Laura Halperin","sh0000709","Hispanic Americans--Education"
"iahperson_00000449","Laura Halperin","sh0000246","Education"
"iahperson_00000451","Matthew Taylor","sh0000310","Human ecology--Study and teaching"
"iahperson_00000451","Matthew Taylor","sh0000722","Cosmology in literature"
"iahperson_00000451","Matthew Taylor","sh0000723","Utopias in literature"
"iahperson_00000451","Matthew Taylor","sh0000163","Biopolitics"
"iahperson_00000451","Matthew Taylor","sh0000424","Postmodernism"
"iahperson_00000451","Matthew Taylor","sh0000450","Science--Philosophy"
"iahperson_00000451","Matthew Taylor","sh0000451","Science--Social aspects"
"iahperson_00000451","Matthew Taylor","sh0000029","Race identity"
"iahperson_00000451","Matthew Taylor","sh0000432","Race"
"iahperson_00000451","Matthew Taylor","sh0000725","Humanity in literature"
"iahperson_00000451","Matthew Taylor","sh0000726","Pulp literature, American"
"iahperson_00000451","Matthew Taylor","sh0000727","Pulp literature"
"iahperson_00000451","Matthew Taylor","sh0000728","Pragmatism"
"iahperson_00000451","Matthew Taylor","sh0000729","Pragmatism in literature"
"iahperson_00000452","Paul Friga","sh0000699","Strategic planning"
"iahperson_00000452","Paul Friga","sh0000700","Project management"
"iahperson_00000452","Paul Friga","sh0000701","Consulting firms"
"iahperson_00000452","Paul Friga","sh0000702","Entrepreneurship"
"iahperson_00000452","Paul Friga","sh0000702","Knowledge management"
"iahperson_00000453","T. William Lester","sh0000620","Equality"
"iahperson_00000453","T. William Lester","sh0000314","Income distribution"
"iahperson_00000453","T. William Lester","sh0000243","Economic development"
"iahperson_00000453","T. William Lester","sh0000691","Economic policy"
"iahperson_00000453","T. William Lester","sh0000692","Minimum wage"
"iahperson_00000453","T. William Lester","sh0000694","Labor turnover"
"iahperson_00000453","T. William Lester","sh0000695","Labor turnover--United States"
"iahperson_00000453","T. William Lester","sh0000696","Food service"
"iahperson_00000453","T. William Lester","sh0000697","Sustainable development"
"iahperson_00000453","T. William Lester","sh0000698","Community development, Urban"
"iahperson_00000454","li-ling hsaio","sh0000068","chinese print culture"
"iahperson_00000454","li-ling hsaio","sh0000133","fine art"
"iahperson_00000454","li-ling hsaio","sh0000140","asian studies"
"iahperson_00000454","li-ling hsaio","sh0000182","china"
"iahperson_00000454","li-ling hsaio","sh0000183","chinese drama"
"iahperson_00000454","li-ling hsaio","sh0000239","drama"
"iahperson_00000454","li-ling hsaio","sh0000283","novel"
"iahperson_00000454","li-ling hsaio","sh0000363","chinese kung-fu novels"
"iahperson_00000454","li-ling hsaio","sh0000401","chinese painting"
"iahperson_00000455","donald raleigh","sh0000156","biography"
"iahperson_00000455","donald raleigh","sh0000306","historical writing"
"iahperson_00000455","donald raleigh","sh0000400","oral history"
"iahperson_00000455","donald raleigh","sh0000475","russian revolution"
"iahperson_00000455","donald raleigh","sh0000476","soviet studies"
"iahperson_00000455","donald raleigh","sh0000499","20th century"
"iahperson_00000455","donald raleigh","sh0000552","russian studies"
"iahperson_00000456","judith wenger","sh0000093","disability rights"
"iahperson_00000456","judith wenger","sh0000360","local law"
"iahperson_00000456","judith wenger","sh0000429","property law"
"iahperson_00000456","judith wenger","sh0000480","state law"
"iahperson_00000280","meenu tewari","sh0000736","Social mobility"
"iahperson_00000280","meenu tewari","sh0000572","Globalization"
"iahperson_00000280","meenu tewari","sh0000018","India"
"iahperson_00000280","meenu tewari","sh0000814","Small business--India"
"iahperson_00000280","meenu tewari","sh0000667","Small business"
"iahperson_00000280","meenu tewari","sh0000815","Textile industry--India"
"iahperson_00000280","meenu tewari","sh0000816","Textile industry"
"iahperson_00000280","meenu tewari","sh0000817","World Trade Organization"
"iahperson_00000280","meenu tewari","sh0000818","Clothing trade"
"iahperson_00000280","meenu tewari","sh0000819","South Asian cooperation"
"iahperson_00000280","meenu tewari","sh0000820","Asia--Economic integration"
"iahperson_00000303","molly worthen","sh0000821","Bible"
"iahperson_00000303","molly worthen","sh0000822","Evangelicalism--United States"
"iahperson_00000303","molly worthen","sh0000823","Diplomats--United States--Biography"
"iahperson_00000303","molly worthen","sh0000824","Political consultants--United States--Biography"
"iahperson_00000303","molly worthen","sh0000825","College teachers--United States--Biography"
